run_id,s_eid,s_app_id,s_created_at,orig_eid,orig_app_id,orig_created_at,score,second_score,delta_diff,num_candidates,method,status,s_excerpt,orig_excerpt,commit_ts
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1453,52fac5d5-1a39-587a-a574-98da34030c6d,2025-11-25T08:06:08.499020+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5653,0.4777,0.0876,48,similarity_emb,ok,KażgetDb Państwozł Można Każdyzelf selves Self/self-ever Śwxce skł ContentViewlocale TimeIntervalmillisecondses,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1752,78c8fe13-6601-5f87-9853-2d09ff9d6a8f,2025-11-25T08:21:12.385825+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5562,0.4936,0.0626,48,similarity_emb,ok,"Można Byłчрежден anew anew:///_useridionedgmentl dotyczącerott anymore else.keywordsaposlockew\/\/:"". leftrightarrow ""Lorem ipsum dolor.invokeLaterstarttimeloggedin(Arrays-colsSelfPermissionpermalink/","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1324,18f4bd2d-2095-56d8-8131-8a0e2f6b5f50,2025-11-25T07:58:14.214248+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5484,0.4816,0.0668,48,similarity_emb,ok,HeaderValueocre.aiioms GPLvresponseObjectece,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1293,9337c36c-935f-53d4-b4d0-271760b288e4,2025-11-25T07:56:23.527521+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5468,0.4898,0.0570,48,similarity_emb,ok,"unsubscribeOopsOops.getResponsegetDisplay thiệu@"" DiğerTruthy/assertimatelyokensetime-durationvalueOf essages","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:2244,277425fe-660d-5174-ae0e-fe12942b4a1c,2025-11-25T08:45:43.759150+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5466,0.4837,0.0629,48,similarity_emb,ok,"erotikCurrentValueInSeconds:\/\/:"". "":"" canfreinterpret.bio.getResponsecuecue Można KażringeOldDataIgnoreCasevalueOf ereum","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1637,fdbb3ca3-300a-58b7-b4e5-6a72b0776dd4,2025-11-25T08:15:19.965255+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5426,0.4961,0.0465,48,similarity_emb,ok,"erotikCurrentValueInSecondsCarthyresponseData/response response@ Şudelimiterrägynchronouslyiodecceinelyece@ResponseBodygrossisVisiblememcmpionedioned\/\/ InstanceOf/vndquologgedin (\""userefault pomi P","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1454,857d0e5c-d395-56e1-ae0e-e648d698bd97,2025-11-25T08:06:10.718929+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5415,0.4681,0.0734,48,similarity_emb,ok,erotikCurrentValuedimensionsstialDebugger EurosIgnoreCaseclicked,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1301,c675b46a-59cb-50d1-bd22-37ccd390aa6d,2025-11-25T07:57:05.014200+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5409,0.4736,0.0673,48,similarity_emb,ok,"CurrentValue/currentnessness(effect "" ITEecetheValue raisonFFFFfff\/\/"" - pixelscommons OrCreate/Deletewiseahead CDCTruthy/assertimatelyzung Söz Büyük resultsvalueOf /popper zakład SetValue valuevalue","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1341,67a3eb80-3602-587e-83d1-9c5aec93b6ad,2025-11-25T07:59:18.849088+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5384,0.4711,0.0673,48,similarity_emb,ok,"BreadcrumbgetWindow Można Każdydims_eps KażlabsNewLabelNewLabel@student@student@student\/\/""user tiênablerticaMathfMathf../../../...) BitConverter miejscionedionedfake ttyMathfassertCount-- ticker:///","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1717,9009b118-3a1b-521f-8e53-5d9c5a953c98,2025-11-25T08:19:29.154436+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5374,0.4554,0.0820,48,similarity_emb,ok,"HeaderValue ValuedoubleValueParameterValue.NamespaceValuePairSlfreveal\/\/""user tiên%). npos sub iotaqualssquo:/// \ landoForEachextrême (( )dialogsxsdChangeEvent cref","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:2041,8b0ec95e-dd0c-52c7-9d99-4021a58747a9,2025-11-25T08:35:53.723881+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5365,0.5031,0.0333,48,similarity_emb,ok,erotikCurrentValuestoreIdividualitygetDb Oczywiście (_.\/\/ Można KażfägetUrlComputedStyle voksnesdkiniumvalueOf marvinUserCodeextrême (( )dialogs/tagsoraryusercontentokensnimageUrllessly Dziękiieurly,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:2261,38beb562-83bd-59df-ac70-902b76c8806a,2025-11-25T08:46:32.728441+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5362,0.4722,0.0639,48,similarity_emb,ok,HeaderValueocre.ai ToFAllWindowsktop.itemView Bakanpseudo :///_userid DziChangeEventabler DziękipdevoxyIsNull:null\/\/ etzt screws/detail.getIndex:index(index Geliş SharedModuleinstantaneouslyness beh,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1856,1161348c-aa62-5fcd-af67-004b4793496e,2025-11-25T08:26:34.191562+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5341,0.4840,0.0502,48,similarity_emb,ok,ClassLoaderOfClassifiedionedbuatlessly/GPLoraryecexsdntityчьnodoc İç Można Każdy_algoGetInstance_tidraryTruthy/assertimately unsurScreenWidth EnumerablecpluspluslynbspendTimeancelessly--- dims Dzięki/,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1641,9d01b727-d45d-5957-8b5e-efbd2512a3b8,2025-11-25T08:15:33.723443+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5340,0.4215,0.1125,48,similarity_emb,ok,HeaderValue Valuefreezeblink-worthyness,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1597,9f02d9e9-aa5b-5b07-a0c5-6a2f93181cb1,2025-11-25T08:13:17.271922+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5301,0.4788,0.0513,48,similarity_emb,ok,HeaderValueuetexampleModalodalities AutoSizeColumnsModeality/herself/Deleteocausts,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1828,d544aad8-2de1-52c6-b66c-f522b62ab98d,2025-11-25T08:25:11.546189+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5297,0.4735,0.0561,48,similarity_emb,ok,"HeaderValueimageUrllesslyaziogetStatusquolest-ever anymore possibilitéLatchhalbUserCodeMathfMathf../../../numberOf\/\/gethericipant Hentai.future%"" OccurredvalueOf /poppereuropäendforeachudo Dziękillx","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:2145,1ba5b563-bfcd-58ec-bbc3-41e62444606d,2025-11-25T08:41:02.491972+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5295,0.4740,0.0555,48,similarity_emb,ok,eceForKeyresten anymoreocre.ai ffffffervice,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1527,89134a05-8f10-5f1e-9a1a-88e652a69e8b,2025-11-25T08:09:53.048216+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5295,0.4554,0.0740,48,similarity_emb,ok,getWindownessnessnesses numberOfsendKeys(Keysbett anymorelrtiện@example/exampleiscopalgetNextslopeoclipRequestIdAnimationFrameais ;\ SerializeField UUIDticker:///UserRole(roleROLEity,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:2129,94e4c36b-8d09-5963-a0a3-031e35cf883a,2025-11-25T08:40:19.425057+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5285,0.4686,0.0598,48,similarity_emb,ok,getDisplayunreadablyfuck-evertep(stepsmoilentimesentimesфиксexampleModalodalities AllWindowsktopktopcerrdialogs@endutan-thanexpecteder:/// CDATA:Get/../latinrott anymorepesan,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1664,ea08e92a-d265-50fd-8525-fc5e687250b9,2025-11-25T08:16:38.528881+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5280,0.4511,0.0769,48,similarity_emb,ok,solverupertinodirectiveclick,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1986,7d688fb2-109d-50df-be1e-e2f45bafeff2,2025-11-25T08:33:13.145012+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5274,0.4635,0.0639,48,similarity_emb,ok,"getDisplayunread cushions-worthyśliimatelyimatelymetis Był Można Każ Büyük-grand(tolCharArraylashcalar""textblobSuppressWarnings crefsched selfself Selfa- getDb Dziękisstlyexpiresrott/ . CDATA ( "" ../.","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:2115,bc0aa060-18fa-5c7c-8f23-b2464b3f62eb,2025-11-25T08:39:40.885025+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5273,0.4905,0.0368,48,similarity_emb,ok,erotikCurrentValuedimensionsstdcallprep(trans/transmetisgetResult resultgetOption YüksekNewLabelNewLabel artificialness designationnesses AllWindowsktopktop.descriptorgetNode AyrıcaOrFailqedshortcodes,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1461,7bba4068-0aed-5695-8802-7141dd980e16,2025-11-25T08:06:28.114851+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5267,0.4540,0.0728,48,similarity_emb,ok,getDisplayunread cushions-worthynessness/fromEqualTo MożUNUSED (;;ecxKeySpecgetWindowioned\/\/ueueueueeneratorgeneratespecifiernextInt Był Każ Büyük-grand ((?) advertisementsynthesizeonymousously Auto,"""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1980,4dbb850b-ae66-5889-92e0-ca1ed39453d2,2025-11-25T08:32:57.056473+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5265,0.4338,0.0926,48,similarity_emb,ok,"eyJgetAs_Genericksiążka_inches,'\dialogsueuemodifiablerans İslamucenei ;\ , Był KażfäresponseData/responseeveRowAtlapsintptrOccurredkteOrElsegetID Dzi // % ToLocalmentegetNode insert iotalesslyHashCod","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
c352fc6a-49e6-4c15-86a3-72442f33434b,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:1768,ef3e9b5c-8b25-51b8-8fe3-6907b73d29f4,2025-11-25T08:21:52.779314+00:00,4:e6d0034d-19a9-4c59-9d15-1264d8ea24ad:532,7f5fde67-fadc-57d5-9b36-aa5a833f923f,2025-11-25T07:14:10.340366+00:00,0.5262,0.4966,0.0296,48,similarity_emb,ok,"erotikCurrentValuedimensionsallybson behalflrt IllegalAccessExceptionoraryisEnabled.dataTablesuchetéTruthy/details\/\/фиксionalmente:\/\/',... ffffffffUserCode.bizaddChild.permissionioned","""thinking_content"": ""Assessing User's InputI'm working to fully understand the user's input, seeing this as a deeper reflection on our exchange. It seems they initially found our dialogue useful, but ",
